#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-12-25T13:42:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ549c13b65cc2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=Dist
#WEBDA=WEBDA
#Lynga=Lynga
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2014)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.4)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
_Glon|_Glat|Cluster|Dist
091.216| -1.695|NGC 7067         | 3600
290.319| -2.995|Graham 1         | 3600
271.657| -0.708|Pismis 11        | 3600
210.567| -2.104|NGC 2262         | 3600
305.339| +0.080|Danks 1          | 3600
102.809| -0.674|Teutsch 127      | 3600
306.420| +0.724|FSR 1645         | 3602
264.602|+18.823|ESO 435 17       | 3603
170.753| +4.642|Teutsch 2        | 3610
162.436| -2.221|FSR 0721         | 3662
240.776| +3.655|ESO 561 05       | 3677
067.881| -2.831|FSR 0178         | 3700
175.558| +1.211|Koposov 27       | 3700
230.817| +1.007|Haffner 10       | 3700
258.586| +3.001|ESO 313 11       | 3708
103.856| -5.648|Berkeley 98      | 3739
169.414| +3.664|FSR 0761         | 3743
230.564| +9.935|NGC 2506         | 3750
236.396| -2.159|FSR 1275         | 3750
258.493| +2.286|Ruprecht 66      | 3760
265.801| -5.016|Ruprecht 63      | 3760
269.232| -3.767|ESO 211 03       | 3770
113.660| +2.458|Berkeley 100     | 3775
197.250| -2.350|NGC 2194         | 3781
122.646| +4.330|Berkeley 61      | 3798
134.165| -1.724|SAI 17           | 3800
213.447| +3.297|NGC 2324         | 3800
308.670| +0.596|BH 151           | 3800
033.112| +0.056|Teutsch 146      | 3800
116.468| -2.994|FSR 0459         | 3800
169.041| -3.864|FSR 0759         | 3801
065.929| -2.689|FSR 0170         | 3810
351.285|-16.619|ESO 281 24       | 3830
305.993| -8.622|ESO 065 07       | 3835
231.635| -2.187|Teutsch 49       | 3840
158.609| +5.686|SAI 43           | 3840
134.182| +1.059|Tombaugh 4       | 3850
118.547| -2.611|Juchert Saloran 1| 3859
166.370| +3.546|SAI 47           | 3860
104.179| -2.212|FSR 0365         | 3864
254.012| +0.250|Ivanov 8         | 3888
043.211| +0.967|Alessi 56        | 3900
206.170| -2.273|NGC 2239         | 3900
050.197| +0.765|Alessi 57        | 3900
253.496| +2.135|Ruprecht 61      | 3900
246.662| -3.246|Ruprecht 35      | 3910
347.829| +3.321|BH 208           | 3910
265.433| -2.180|SAI 94           | 3910
275.010| -1.902|Miller 1         | 3910
070.658| -0.152|FSR 0189         | 3924
235.620| -4.107|Bica 4           | 3930
088.243| +0.266|Teutsch 156      | 3930
087.155| +2.590|FSR 0274         | 3948
282.214| -2.214|Loden 28         | 3950
246.713| -0.773|NGC 2489         | 3957
135.659| +2.310|Czernik 13       | 3961
282.171| -0.335|Loden 27         | 3973
227.841| +5.361|Melotte 72       | 3981
146.270| +3.139|Alicante 1       | 3981
127.740| +2.087|NGC 609          | 3981
234.745| -0.218|Bochum 6         | 3981
093.027| +1.798|Berkeley 55      | 3981
131.919| +4.605|Berkeley 64      | 3981
076.908| +2.072|vdBergh 130      | 3990
112.063|+13.906|vdBergh 150      | 3990
255.600| +3.957|NGC 2635         | 4000
118.152| +0.197|ASCC 1           | 4000
147.948| +0.345|FSR 0654         | 4000
249.871| +3.675|NGC 2580         | 4000
065.161| -2.405|FSR 0167         | 4023
198.044| -5.811|NGC 2141         | 4033
286.395| -2.533|Hogg 7           | 4078
238.368| -6.792|NGC 2354         | 4085
090.020| +0.281|Berkeley 91      | 4100
245.886| -1.730|Czernik 32       | 4100
261.527| +3.749|BH 55            | 4108
223.117| -2.760|FSR 1171         | 4110
336.459| +0.854|Patchick 94      | 4126
276.464| -3.117|Ruprecht 77      | 4129
275.621| -5.619|BH 58            | 4131
107.613| -2.275|NGC 7423         | 4150
106.821| +3.308|Teutsch 76       | 4150
166.894| +3.580|Berkeley 70      | 4168
248.214| -3.941|ESO 368 14       | 4230
208.540| +5.528|Czernik 27       | 4285
170.675| -0.442|SAI 46           | 4290
077.774| +4.423|Dolidze 2        | 4296
276.787| -4.481|Ruprecht 75      | 4300
340.672| +0.006|NGC 6216         | 4300
259.559|-14.244|Melotte 66       | 4313
250.278| -9.708|DC 3             | 4317
299.380| +3.018|ESO 130 13       | 4319
231.154| +1.528|FSR 1234         | 4336
006.180| +0.846|FSR 0022         | 4340
117.630| +1.206|Berkeley 104     | 4365
118.844| -1.670|Berkeley 60      | 4365
266.364| -2.192|ESO 260 07       | 4374
042.959| +4.105|Poole J1855+10.8 | 4389
055.784| -0.188|FSR 0142         | 4394
212.602| +5.360|Berkeley 35      | 4400
145.120| +3.680|Juchert 9        | 4400
197.216| +8.901|NGC 2304         | 4400
151.269| +1.782|Waterloo 1       | 4400
263.044| +8.970|Ruprecht 74      | 4405
016.710| +2.245|FSR 0051         | 4415
105.152| +3.409|FSR 0369         | 4427
286.794| -0.500|DC 5             | 4430
295.614| -0.683|FSR 1595         | 4430
068.691| +1.919|NGC 6846         | 4450
239.478|-18.014|NGC 2243         | 4458
043.035| +3.914|Poole J1856+10.8 | 4496
096.542| +1.265|FSR 0324         | 4499
162.259| +3.619|FSR 0716         | 4500
242.673| -6.804|Haffner 7        | 4500
227.940| -3.586|Haffner 4        | 4500
227.024| -2.880|FSR 1209         | 4500
235.634| -2.281|FSR 1270         | 4541
058.263| -2.337|NGC 6827         | 4550
202.258| -0.665|Alessi 53        | 4570
110.693| +0.470|Pfleiderer 3     | 4570
146.812|-12.163|NGC 1193         | 4571
160.703| +4.850|NGC 1798         | 4571
155.357| +2.608|NGC 1624         | 4585
239.733| +2.396|Ruprecht 39      | 4591
188.052| -2.216|Czernik 24       | 4600
250.691| +0.804|Ruprecht 55      | 4600
279.159| -2.607|BH 78            | 4602
195.553| -1.285|FSR 0940         | 4610
219.253| +5.181|Berkeley 77      | 4630
117.838| -2.723|FSR 0474         | 4638
222.600| +0.365|Dias 3           | 4650
212.151| -3.436|Berkeley 24      | 4700
222.047| -5.339|Ruprecht 4       | 4700
167.298| -0.745|King 17          | 4710
096.376| +1.240|FSR 0320         | 4724
245.746| +0.482|Ruprecht 44      | 4730
013.350| +0.068|FSR 0046         | 4736
108.317| -0.807|FSR 0394         | 4739
265.429| +1.960|Pismis 10        | 4767
223.461|+10.094|Berkeley 39      | 4780
339.914|+12.950|ESO 389 05       | 4785
210.780| +2.858|Berkeley 30      | 4790
106.750| -2.953|FSR 0384         | 4799
130.071| -0.189|IC 166           | 4800
195.534| +2.832|NGC 2234         | 4800
211.785| +9.599|Berkeley 78      | 4800
163.083| +6.159|NGC 1883         | 4800
242.501|+11.782|Ruprecht 62      | 4829
325.616| +1.899|Harvard 9        | 4854
067.899| -3.177|Berkeley 52      | 4900
259.052| +1.994|Pismis 7         | 4900
115.952|+10.106|Berkeley 99      | 4900
222.641| -0.510|FSR 1170         | 4933
088.069| +0.110|SAI 141          | 4940
252.280| +2.449|NGC 2588         | 4950
186.840| -2.509|Berkeley 21      | 5000
139.434| +0.218|Berkeley 66      | 5000
099.494| -0.318|ASCC 116         | 5000
140.545| +2.990|FSR 0628         | 5001
069.958|+10.904|NGC 6791         | 5035
207.784| +2.607|Berkeley 27      | 5035
186.634| +1.781|NGC 2158         | 5071
120.073| +1.030|FSR 0494         | 5087
150.112| -0.552|FSR 0660         | 5126
286.185| -7.502|ESO 092 05       | 5168
242.562| +1.443|Waterloo 3       | 5200
167.670| -1.335|SAI 41           | 5200
281.010| -0.254|Schuster 1       | 5212
120.562| -1.272|NGC 136          | 5220
300.263| -1.322|BH 132           | 5229
234.940| +4.527|Ruprecht 37      | 5250
119.707| -2.308|Berkeley 2       | 5250
220.314| -0.096|FSR 1150         | 5250
282.838| -3.393|Ruprecht 86      | 5254
002.727|+13.066|ESO 587 04       | 5271
184.902| +3.130|Koposov 53       | 5300
241.566| -0.573|Ruprecht 32      | 5346
167.685| -0.632|Teutsch 132      | 5370
033.032| +1.152|FSR 0098         | 5387
185.964| -4.106|Koposov 77       | 5400
307.310| +3.610|FSR 1651         | 5409
224.059| -1.406|Collinder 465    | 5410
250.032| +0.959|Ruprecht 54      | 5470
290.689| -0.308|Teutsch 143a     | 5483
118.585| -1.090|FSR 0480         | 5492
162.873| +0.707|Berkeley 14      | 5500
339.555| -0.399|Westerlund 1     | 5500
022.282| +9.328|Pfleiderer 2     | 5500
121.930| +2.128|FSR 0508         | 5501
105.742| +2.541|Teutsch 53       | 5502
275.282| -0.473|Teutsch 66       | 5510
273.633| +0.951|BH 73            | 5557
290.821| -1.051|BH 110           | 5593
105.072| +7.318|Berkeley 93      | 5600
104.359| +1.766|FSR 0366         | 5610
217.230| +5.935|Berkeley 37      | 5623
219.488| -1.724|FSR 1144         | 5664
132.506| +2.496|Berkeley 63      | 5700
066.057| -0.922|Berkeley 83      | 5728
122.874| -4.688|King 2           | 5750
265.189| -1.958|Bochum 7         | 5754
109.617| +2.360|FSR 0404         | 5763
237.128| -3.731|Ruprecht 17      | 5785
242.389| -3.520|Haffner 11       | 5800
163.632| +5.017|Berkeley 18      | 5800
195.590| +0.754|FSR 0941         | 5800
271.944| -0.797|ESO 211 09       | 5823
289.637| -0.242|Sher 1           | 5875
116.575| -1.533|FSR 0460         | 5875
229.665| +1.854|NGC 2401         | 5888
026.230| -0.144|Stephenson 2     | 5900
255.112| -0.711|Pismis 1         | 5907
199.877| -8.079|Berkeley 22      | 6000
099.644| -1.832|FSR 0341         | 6000
285.417| -0.437|Ruprecht 90      | 6000
349.127| -0.441|BH 222           | 6000
173.585| -1.680|NGC 1893         | 6000
225.424| -4.622|Berkeley 33      | 6000
098.488| +1.063|FSR 0333         | 6001
127.829| +3.507|FSR 0549         | 6001
134.079| +1.353|Teutsch 55       | 6020
077.688| +4.279|IC 1311          | 6026
243.151| +0.447|Haffner 18       | 6028
232.832| -6.880|Tombaugh 2       | 6080
323.083| -1.945|Loden 2158       | 6111
227.492| -0.566|Berkeley 36      | 6140
068.530| +0.445|Kronberger 69    | 6140
264.103| -5.510|Ruprecht 60      | 6160
265.274| +6.357|NGC 2849         | 6170
298.789| -1.023|Saurer 4         | 6190
129.293| +0.760|Berkeley 5       | 6200
287.694| -3.046|Loden 213        | 6206
300.116| -0.680|BH 131           | 6250
241.423| -2.555|Alessi 18        | 6287
048.357| +2.455|Riddle 15        | 6288
186.132| +2.591|Dutra Bica 84    | 6309
212.646| -1.741|Patchick 90      | 6310
084.552| +6.395|Berkeley 88      | 6319
243.081| +0.524|Haffner 19       | 6400
176.395| +3.119|King 8           | 6403
126.893| +0.020|SAI 14           | 6460
091.313| +1.493|SAI 143          | 6520
257.995| -1.001|Saurer 2         | 6600
289.164| +0.297|Teutsch 106      | 6660
001.005| -1.150|Ruprecht 133     | 6664
096.484| -0.392|FSR 0323         | 6699
264.484| -2.964|FSR 1429         | 6737
177.939| +0.533|Teutsch 45       | 6770
211.942| -1.273|Dolidze 25       | 6800
291.617| -0.522|NGC 3603         | 6900
192.606| +5.446|Berkeley 23      | 6918
276.003| -3.006|BH 66            | 7000
109.861| +2.764|FSR 0406         | 7001
060.754| -0.564|Teutsch 7        | 7070
337.732| -3.660|FSR 1732         | 7086
222.804| -6.656|SAI 69           | 7140
226.369| +4.173|Czernik 30       | 7145
286.525| -2.728|Hogg 8           | 7194
124.652| +2.831|Pfleiderer 1     | 7200
214.159| +1.884|Berkeley 34      | 7280
003.600| -3.250|Collinder 468    | 7376
114.557| -2.490|Berkeley 103     | 7379
282.182| +2.262|Teutsch 44       | 7410
357.863| -3.341|ESO 456 09       | 7475
128.237| +2.154|FSR 0553         | 7500
273.759| -0.375|BH 67            | 7500
095.267| +2.070|Kronberger 81    | 7500
352.384|-11.334|ESO 335 05       | 7562
001.391| -1.178|Dutra Bica 28    | 7575
275.397| +1.753|SAI 109          | 7690
225.297| -5.021|Ruprecht 6       | 7691
131.431| +0.622|SAI 16           | 7700
176.901| -3.588|Berkeley 19      | 7870
101.438| -1.831|King 9           | 7900
115.968| +0.270|Pfleiderer 4     | 7900
063.844| +1.884|Kronberger 4     | 7900
274.179| -2.169|Teutsch 48       | 7900
253.540| -5.301|Ruprecht 152     | 8020
353.517| -2.292|ESO 393 12       | 8208
258.522| -4.224|SAI 88           | 8240
206.254| +5.120|Berkeley 31      | 8272
061.031| +1.734|Saurer 5         | 8329
203.483|-17.373|Berkeley 20      | 8400
096.752| +1.083|FSR 0326         | 8435
250.966| -2.841|Kronberger 85    | 8500
279.915| +0.264|NGC 3105         | 8530
097.926| +5.070|Berkeley 92      | 8630
173.771| -5.843|Skiff J0507+30.8 | 8701
214.347| -6.508|Czernik 26       | 8872
231.997| -6.155|Auner 1          | 8900
197.922| +0.581|Teutsch 12       | 8900
234.307|-11.188|Berkeley 75      | 9100
068.010| +2.851|Saurer 6         | 9330
285.096| +2.999|Saurer 3         | 9550
113.013| -4.831|Berkeley 102     | 9638
215.278| -9.424|Berkeley 73      | 9800
287.128| -6.655|ESO 092 18       |10607
289.525| -1.956|Kronberger 39    |11100
262.353| -1.785|BH 37            |11220
226.612| -9.700|Berkeley 25      |11400
061.644| +1.908|Kronberger 31    |11900
305.346| -3.156|BH 144           |12000
085.991| -5.221|Berkeley 56      |12100
207.682| +2.366|Berkeley 26      |12589
225.099| -1.998|Berkeley 76      |12600
214.689| +7.386|Saurer 1         |13200
248.125| -5.876|Arp Madore 2     |13341
293.507| -4.041|ESO 093 08       |14000
099.242| +0.949|FSR 0338         |14655
197.983| +8.025|Berkeley 29      |14871

