#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-12-09T05:26:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5486873a2e45	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-sort=_r
#-nav=cat:I/239&tab:{I/239/hip_main}&key:source=I/239/hip_main&HTTPPRM:&&-ref=VIZ5486873a2e45&-out.src=I/239/hip_main&Clear= Clear&-c.r=  2&-sort=_r&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&Vmag=<6&-out=RA(ICRS)&-out=DE(ICRS)&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&-out=HD&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.add=_r&-out.add=_RAJ,_DEJ&-oc.form=sexa&-c.geom=r&-out.max=50&-out.form=HTML Table&undefined=CDS, France&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=I/239/hip_main
#-order=I
#-out=Vmag
#Vmag=<6
#-out=Plx
#-out=HD
#HIPep=HIPep
#Erratum=Erratum
#

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Coosys	G:	galactic
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column	_Glon	(F8.4)	Galactic longitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F8.4)	Galactic latitude at Epoch=J1991.25, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	HD	(I6)	[1/359083]? HD number <III/135> (H71) [NULL integer written as an empty string]	[ucd=meta.id]
_Glon|_Glat|Vmag|Plx|HD
 31.7823| 15.7111| 5.77|  31.87|162917
 66.0955| 27.6602| 5.17|   8.97|163217
355.7250| -4.4704| 5.58|   3.09|162587
 85.1664| 30.2294| 3.73|  29.26|163588
102.6802| 30.0323| 5.43|   4.51|164613
 51.4340| 23.1877| 5.47|   1.02|163506
 47.8419| 21.8254| 5.62|   6.67|163547
 63.2558| 26.4199| 3.86|   4.87|163770
 27.1570| 12.5536| 5.82|   3.93|163472
 12.5594|  4.5725| 5.93|  13.11|163336
 79.0550| 29.2173| 2.24|  22.10|164058
  1.9928| -1.6463| 5.76|  19.87|163318
347.7621| -9.6931| 4.85|   9.39|163145
 22.9399| 10.2065| 5.44|   7.66|163532
 26.7012| 12.1034| 5.95|  10.46|163624
 54.9097| 23.7653| 3.70|  24.12|163993
350.1829| -8.5897| 4.88|   5.96|163376
 55.9406| 23.9164| 4.41|   4.10|164136
  1.6064| -2.3651| 5.99|   2.45|163685
354.5718| -6.4183| 5.74|   8.93|163652
 18.1682|  6.9745| 3.32|  21.35|163917
  0.3559| -3.1903| 5.00|   3.49|163755
 22.6210|  9.2368| 5.86|   5.90|164064
  6.0220| -0.1260| 4.74|   7.47|163955
 72.4490| 27.6608| 5.69|   5.34|164646
 42.6230| 18.7164| 4.67|   4.97|164349
111.7842| 28.9041| 5.74|  18.84|166866
 30.9948| 13.3701| 4.79|   4.82|164284
 23.7336|  9.5842| 4.62|  43.11|164259
 29.7252| 12.6325| 3.93|   2.30|164353
 47.4996| 20.2851| 4.26|   6.93|164668
 28.3768| 11.6404| 4.42|  12.31|164577
  7.1621| -0.0339| 5.72|  -0.14|164402
 46.8314| 19.8070| 5.25|   3.17|164852
  5.9625| -0.9637| 5.37|   2.95|164584
 20.0608|  6.8698| 4.77|  19.22|164764
  6.0089| -1.2050| 5.89|   0.66|164794
355.9947| -6.9968| 5.98|   9.18|164870
  1.5758| -3.9796| 4.66|   1.57|164975
 29.8954| 11.3683| 4.03| 196.62|165341
  0.9190| -4.5380| 2.98|  33.94|165135
 58.5941| 23.0810| 5.72|   4.69|165683
 48.5344| 19.5479| 4.96|   5.30|165625
 20.2977|  6.1408| 5.84|   5.72|165402
 23.4779|  7.8147| 5.74|  28.61|165438
356.0408| -7.3298| 5.94|  57.58|165185
343.3304|-13.8187| 3.65|   3.22|165024
349.4474|-10.8613| 4.92|  22.79|165189
 56.9726| 22.2983| 5.05|  63.88|165908
 35.8167| 13.7440| 4.64|  13.71|165760
 36.5911| 14.0959| 3.71|  39.40|165777
 70.5517| 25.9002| 5.00|   8.98|166208
 55.1862| 21.5878| 3.84|   9.39|166014
 12.7461|  1.5144| 5.52|  13.08|165687
 52.5341| 20.5953| 5.79|  19.65|166046
 52.5381| 20.5965| 5.83|  14.27|166045
 63.0776| 23.9187| 5.49|  15.66|166229
  2.8858| -4.0219| 4.55|   9.38|165634
330.4878|-19.5893| 4.33|  23.55|165040
 47.4189| 18.4248| 4.37|   2.14|166182
 46.6846| 18.0986| 5.10|  10.16|166230
 31.7248| 11.1318| 5.71|  19.62|166233
 30.9711| 10.6614| 5.67|  21.30|166285
 63.2708| 23.5639| 5.57|   7.52|166640
  1.0950| -5.4940| 5.53|   9.05|166023
332.2093|-19.1642| 5.47|  56.32|165499
 82.5470| 27.5474| 5.97|  20.00|167042
 31.2449| 10.5825| 5.50|   7.91|166460
351.6841|-10.6210| 5.86|  12.13|166114
347.4965|-12.6947| 4.52|   7.98|166063
318.1475|-23.8530| 5.86|  12.88|164712
  7.4560| -2.4516| 4.96|  13.35|166464
 60.2734| 22.2886| 5.98|   4.27|166988
 58.2040| 21.5920| 4.96|   5.42|167006
320.4908|-23.2885| 5.86|  24.48|165259
351.8873|-10.9658| 5.47|   1.97|166596
 10.0033| -1.6005| 3.84|   0.11|166937
 93.9735| 28.2904| 4.99|  42.56|168151
  9.4839| -2.0156| 5.49|   6.45|167036
 10.4557| -1.7408| 5.29|  -0.33|167264
 10.7552| -1.5789| 5.96|  -0.22|167263
 98.9274| 28.4022| 5.96|  11.48|168653
 69.5802| 24.1211| 5.56|   6.04|167965
331.4010|-20.1094| 5.58|  11.02|166599
349.4764|-12.6723| 5.45|  12.16|167096
 26.2837|  6.2906| 5.99|   9.91|167768
338.3857|-17.6947| 5.36|   4.39|167128
 13.6296| -0.5568| 5.81|   3.12|167720
356.4335| -9.6772| 3.10|  21.87|167618
  5.1846| -5.2932| 4.66|   4.66|167818
 35.7863| 10.4603| 5.41|  22.24|168387
 51.9156| 17.6001| 5.30|   2.55|168532
 63.5202| 21.5456| 4.33|  13.71|168775
 15.3230| -0.4500| 5.39|   6.93|168415
 49.6249| 16.3996| 4.92|   7.66|168720
101.8756| 28.0355| 4.22|  11.28|170000
 32.4623|  8.3383| 4.85|  12.11|168656
 57.3713| 19.2320| 5.61|  17.36|168913
  3.0009| -7.1545| 2.72|  10.67|168454
 56.4005| 18.8631| 5.12|  11.79|168914
103.4573| 28.0584| 3.55| 124.11|170153
 26.8975|  5.3617| 3.23|  52.81|168723
 12.7893| -2.1359| 5.76|   2.52|168608
 77.2713| 24.8678| 5.02|   4.32|169305
 51.0687| 16.5264| 5.41|   4.82|169110
355.1215|-11.3464| 5.09|   6.48|168592
 40.5338| 11.7895| 5.99|   6.81|169111
 45.9501| 14.1894| 5.25|   7.48|169191
356.9928|-10.5798| 5.33|   5.27|168733
 19.0402|  0.6907| 5.71|   5.33|169033
333.2852|-20.3987| 4.35|   7.76|168339
357.4406|-10.4979| 5.52|  10.21|168838
319.2662|-24.3755| 5.47|  16.59|167468
 21.8153|  2.0337| 4.66|  17.08|169156
 49.7672| 15.6001| 3.85|  25.40|169414
 87.8765| 26.4410| 4.98|  17.31|170073
359.1941| -9.8075| 1.79|  22.55|169022
 67.3295| 21.8028| 5.11|   7.39|169702
350.2222|-13.9990| 5.24|   6.22|168905
  2.5640| -8.3511| 5.58|   4.99|169233
 11.7361| -3.7464| 4.81|   5.46|169420
 37.2128|  9.3623| 5.64|   4.04|169689
 57.7573| 18.2040| 5.81|   7.63|169981
 95.4192| 27.1258| 4.82|  10.28|170693
346.6104|-16.0211| 5.44|   6.16|169405
348.6654|-15.1844| 3.49|  13.08|169467
 30.3368|  5.4787| 5.20|   6.81|169985
  3.6867| -8.4711| 5.90|  27.53|169830
  7.6607| -6.5217| 2.82|  42.20|169916
 35.8094|  8.0250| 5.71|   4.41|170200
355.3317|-12.5725| 5.63|   6.54|169853
345.8223|-16.6829| 4.10|  25.60|169767
 17.4630| -1.7889| 4.67|  11.19|170296
313.7398|-25.7748| 5.95|   9.36|167714
 52.3222| 15.1854| 5.87|   2.21|170650
 28.6767|  3.9283| 5.38|  13.81|170474
108.9124| 27.6061| 5.65|   6.87|172340
347.6765|-16.1434| 5.69|   5.49|170069
337.5740|-19.8720| 5.74|   9.12|169836
 13.8759| -3.9224| 5.63|  11.13|170433
 45.9573| 12.0242| 5.76|   7.88|170878
  1.1074|-10.4893| 5.37|   9.32|170479
332.8164|-21.5582| 4.63|   6.81|169978
 21.0574| -0.5259| 5.77|   4.70|170740
 14.3015| -4.0342| 5.12|  15.30|170680
349.0557|-15.9280| 4.92|   4.10|170465
351.3671|-15.0145| 5.71|   2.62|170521
 29.8121|  3.8758| 5.93|   5.72|170920
349.2259|-15.9113| 5.07|   2.92|170523
354.9916|-13.5530| 5.16|  14.83|170642
 86.1971| 24.9874| 4.77|   1.13|171635
 17.5905| -2.6833| 5.47|   2.57|170975
 52.3854| 14.4199| 5.88|   4.11|171245
 59.0374| 17.0946| 5.47|   8.92|171301
320.5774|-24.7339| 5.88|   9.16|169570
355.9929|-13.3340| 5.67|   1.90|170868
352.6198|-14.8035| 4.62|   3.76|170845
 17.7044| -2.8769| 5.74|  15.42|171130
  9.5196| -7.0958| 5.49|   0.95|171115
 81.2283| 23.7343| 5.38|   4.10|171779
  1.3466|-11.0467| 5.28|   1.46|171034
 21.3054| -1.3962| 5.12|  11.25|171391
 23.7519| -0.1749| 3.85|  18.72|171443
 47.5633| 11.6692| 5.79|   4.82|171623
 52.6355| 13.8415| 5.62|   6.70|171745
 39.4009|  7.4505| 5.38|  25.75|171802
 62.1848| 17.4233| 5.41|   6.25|172044
 37.2136|  6.3137| 5.43|  31.53|171834
 67.4473| 19.2375| 0.03| 128.93|172167
 92.2749| 25.4301| 5.74|   7.66|172728
 31.0772|  2.9373| 5.76|   5.06|171978
 12.3106| -6.7459| 5.93|  10.38|171856
 10.4703| -7.8079| 5.78|   7.01|171961
 12.7255| -6.7965| 5.85|  77.02|172051
347.6185|-17.8568| 5.84|   9.91|171819
352.2345|-16.1718| 5.42|   3.99|171967
 24.6995| -1.0227| 5.82|   6.19|172348
 23.8331| -2.0981| 4.70|  17.44|172748
 84.9393| 23.2853| 5.03|   8.96|173524
323.4835|-24.9513| 4.01|  15.55|171759
 24.6659| -2.0178| 4.88|   6.24|173009
330.8548|-23.4969| 5.76|   7.96|172211
357.2125|-15.0366| 5.11|  16.15|172777
 61.2908| 15.4330| 5.68|  19.27|173417
359.8025|-14.0789| 4.86|   7.23|172910
 68.8485| 18.1979| 4.67|  20.10|173582
 68.7948| 18.1704| 4.59|  20.34|173607
 66.8540| 17.3827| 4.34|  21.23|173648
 66.8461| 17.3732| 5.73|  21.72|173649
  9.7347| -9.7601| 5.82|   4.11|173117
 34.0136|  2.4085| 5.02|   6.91|173370
355.9989|-15.7717| 5.40|   2.47|172991
330.5669|-23.7627| 4.78|  34.21|172555
 37.1559|  3.8280| 5.82|   4.60|173495
  7.9962|-10.7743| 3.17|  14.14|173300
 50.7908| 10.4303| 4.19|  52.37|173667
105.1124| 26.3934| 5.25|   9.74|174980
 56.5049| 12.8985| 4.83|  12.96|173780
 12.2798| -8.9408| 5.37|   2.55|173460
106.6139| 26.5050| 5.37|  10.73|175286
 31.5104|  0.6652| 5.89|  12.62|173654
 82.4451| 22.0330| 5.91|   1.50|174237
 23.3758| -3.5623| 5.69|  -0.07|173638
 48.7628|  9.1242| 4.34|  35.17|173880
 28.2206| -1.2173| 4.22|   4.73|173764
 27.4032| -1.7218| 5.38|   2.32|173819
355.5140|-16.5376| 5.20|   8.30|173540
330.4308|-24.1377| 5.71|  14.45|173168
352.3976|-17.9161| 5.46|   9.40|173715
 50.0047|  9.2222| 5.89|  11.63|174262
350.3333|-18.7590| 5.80|   7.59|173791
352.6894|-17.9549| 5.60|   5.37|173861
 14.5047| -8.7393| 5.22|   4.35|174116
 27.4672| -2.3035| 5.99|   2.19|174208
 62.6379| 14.6288| 5.93|   3.23|174585
 62.3992| 14.5033| 5.22|  13.70|174602
 63.1876| 14.7835| 3.52|   3.70|174638
 24.1640| -4.3379| 5.82|   2.16|174464
 89.3072| 23.1355| 4.63|  10.12|175306
 82.6581| 21.3278| 5.51|  38.32|175225
333.6111|-23.8736| 4.22|   1.80|173948
 52.2678|  9.4126| 5.43|   7.10|174933
349.7349|-19.5111| 5.51|   3.41|174387
344.1611|-21.2698| 5.18|  11.13|174295
 80.4308| 20.3958| 4.92|   9.67|175535
 66.9336| 15.4941| 5.58|   3.02|175426
 14.0008|-10.0991| 5.68|   1.88|174947
 12.7435|-10.7240| 4.86|   1.76|174974
 58.4326| 11.7643| 5.64|   8.04|175443
102.1500| 25.3548| 4.82|   9.47|176524
 66.9257| 15.3223| 4.22|   3.63|175588
 19.3259| -7.7538| 5.08|   1.96|175156
 53.6341|  9.4218| 4.57|   6.71|175492
 78.6542| 19.5633| 5.84|  18.89|175824
305.6225|-27.1377| 5.29|  13.06|164461
 71.4924| 17.0251| 5.46|  12.19|175740
 64.1688| 14.1053| 5.99|   2.45|175635
 12.9056|-10.8910| 5.00|  12.07|175190
  9.5560|-12.4351| 2.05|  14.54|175191
 73.8149| 17.7911| 4.08|   9.33|175865
 39.2790|  2.1220| 5.58|  11.14|175515
 18.7092| -8.2654| 5.56|  31.24|175317
 12.5296|-11.2894| 5.91|   3.66|175360
 49.6488|  7.1514| 5.69|  11.84|175743
 37.2177|  0.8541| 4.62|  24.73|175638
 37.2191|  0.8481| 4.98|  22.84|175639
353.8517|-18.8514| 5.35|  10.52|175219
 95.6822| 23.9547| 5.62|  10.39|176598
359.1571|-17.0233| 5.36|   7.67|175362
 87.8735| 22.0196| 5.67|  11.40|176408
328.2865|-25.3877| 4.40|   6.00|174694
 63.3484| 13.2663| 5.20|  66.76|176051
 28.3600| -3.9086| 4.83|  15.77|175751
 35.8538| -0.1420| 5.56|   2.96|175869
 14.9855|-10.5039| 5.02|   0.65|175687
 14.6099|-10.7773| 3.52|   8.76|175775
 68.5130| 15.2064| 5.89|   6.32|176318
 49.2050|  6.3633| 5.33|   1.32|176155
343.5737|-22.3528| 4.85|   6.14|175510
335.9206|-24.1752| 5.14|   6.32|175329
359.5429|-17.3172| 4.83|  33.43|175813
 46.1614|  4.6986| 5.91|  13.45|176232
 63.3184| 12.8115| 3.25|   5.14|176437
 45.9414|  4.5024| 5.27|  20.99|176303
 22.3320| -7.5542| 5.51|   6.34|176162
 47.2943|  5.0404| 4.02|  21.22|176411
 57.4147|  9.9369| 5.26|   9.36|176527
 62.9055| 12.3818| 4.94|   2.12|176670
328.9769|-25.5891| 5.98|   7.43|175401
 80.6380| 19.2886| 5.39|   5.23|177003
 85.8310| 20.8647| 5.51|   6.59|177249
 57.6208|  9.6532| 5.69|   4.68|176871
 77.1493| 17.8557| 5.00|  25.54|177196
 28.9767| -4.8852| 4.02|  21.95|176678
 11.5946|-13.3223| 5.63|  11.81|176704
  6.8403|-15.3536| 2.60|  36.61|176687
 30.9406| -4.2351| 5.40|   6.53|176984
 16.8670|-11.1224| 5.96|   2.20|176884
354.9130|-19.8345| 4.74|  17.75|176638
358.7547|-18.5697| 5.73|  15.47|176723
326.7215|-26.2286| 5.89|  17.65|175986
 35.9314| -1.8605| 5.82|  18.12|177178
345.8229|-22.6455| 5.93|  11.17|176664
  5.8757|-16.1606| 5.49|   5.97|177074
 14.7142|-12.5124| 3.76|  23.49|177241
 83.7555| 19.5638| 5.40|   9.34|178207
 30.8761| -4.8421| 5.40|  10.04|177463
 62.9822| 11.2602| 5.63|   5.38|177808
 46.8546|  3.2455| 2.99|  39.18|177724
 20.4372|-10.1560| 5.93|   3.75|177517
 30.2598| -5.5133| 3.43|  26.05|177756
344.5411|-23.3468| 5.17|  19.07|177171
  0.1594|-18.7356| 4.23|  55.89|177474
 60.2774|  9.5981| 5.53|  24.50|178233
 56.3010|  7.6721| 5.78|   9.82|178187
348.7958|-22.3605| 5.95|   9.33|177406
  9.3346|-15.3684| 3.32|  27.09|177716
 44.5451|  1.6268| 5.07|   6.43|178125
 67.2324| 12.6461| 5.25|   3.92|178475
 63.9068| 11.1101| 5.20|  24.64|178449
 17.3547|-12.2575| 5.56|   2.13|178175
356.8624|-20.2435| 4.57|  18.67|177873
 82.9806| 18.7351| 5.88|  14.24|179094
 40.3377| -1.1174| 5.23|  22.96|178596
108.0799| 25.3101| 5.11|  36.64|180777
359.5415|-19.5926| 4.11|  25.15|178253
 15.8858|-13.2937| 2.88|   7.41|178524
327.1697|-26.7653| 5.31|  27.13|177389
355.5520|-20.9751| 5.86|   3.99|178322
358.1388|-20.1718| 4.10|   6.42|178345
 87.5641| 19.8099| 5.13|   9.57|180006
 63.1936|  9.7531| 5.93|   3.33|179527
 80.6757| 17.2732| 5.85|  40.16|179957
 98.6556| 22.9945| 3.07|  32.54|180711
 28.2285| -8.3118| 5.35|   2.68|179406
 11.5883|-15.9752| 5.79|   1.54|179323
 24.3395|-10.3508| 5.51|   5.77|179497
 37.5214| -3.9015| 5.14|   5.09|179761
 70.6165| 12.7529| 4.43|   3.13|180163
 88.5195| 19.8086| 5.00|  20.14|180610
352.4254|-22.7651| 5.91|  11.03|179433
 54.5000|  4.5285| 5.65|  10.26|180317
 49.0456|  1.6745| 5.58|   5.32|180262
 62.8549|  8.7171| 5.88|   2.37|180450
 12.4225|-16.2034| 4.86|   9.89|179950
104.7325| 24.2112| 4.45|  21.73|181984
 54.7409|  4.4095| 4.76|   3.58|180554
352.2306|-23.1281| 5.38|   6.11|179886
 69.8984| 11.8629| 4.35|   4.24|180809
 48.6933|  1.1859| 5.65|   8.77|180555
 40.1037| -3.3490| 5.59|   5.97|180482
 84.4014| 17.8533| 3.80|  26.48|181276
329.2213|-27.2729| 5.52|  11.00|179366
 18.6109|-14.1289| 4.88|   6.09|180540
 56.3582|  4.8533| 5.46|   1.70|180968
 46.2404| -0.4854| 5.28|   7.72|180868
 37.0019| -5.5292| 5.10|   8.56|180972
 47.1396| -0.5182| 5.53|   9.39|181333
  2.7597|-20.6946| 5.59|   1.77|180885
 88.7724| 18.9921| 5.91|   3.70|182190
 31.3949| -8.9325| 4.98|  21.17|181391
 35.4715| -6.8924| 5.46|   6.40|181440
 15.6321|-16.1603| 5.59|  17.52|181240
 96.8961| 21.6585| 4.60|  14.52|182564
 20.0576|-14.5478| 3.92|  26.79|181577
 21.8389|-13.7747| 4.52|   1.95|181615
 19.6407|-14.7747| 5.84|   9.09|181645
 36.2480| -6.9912| 5.81|   8.98|181907
353.6135|-23.9276| 3.96|   8.62|181454
 59.7795|  5.3203| 5.22|   8.10|182255
342.9002|-26.2075| 5.03|  20.98|181296
353.2829|-24.1162| 4.27|  23.52|181623
357.7116|-23.0894| 3.96|  19.20|181869
 75.3877| 12.8155| 5.85|   8.06|182694
 62.9037|  6.6268| 4.99|   4.21|182568
 47.3697| -1.8657| 5.17|  66.01|182572
  9.2949|-19.6749| 5.91|  12.07|182286
 14.0308|-17.9555| 5.02|  14.78|182369
 24.1407|-13.7051| 5.72|   4.51|182477
 54.3460|  1.7500| 5.14|  13.78|182762
 14.5815|-17.7944| 5.45|   6.45|182416
 39.6183| -6.1310| 3.36|  65.05|182640
 69.1124|  9.3148| 5.17|   4.99|183056
 23.1464|-14.3726| 5.71|   3.78|182645
 54.6927|  1.7378| 5.60|  14.94|182919
 16.7720|-17.1256| 5.57|   5.86|182629
 48.4884| -1.6626| 5.76|  17.96|182900
 54.5399|  1.5867| 5.84|   7.17|182955
 37.2591| -7.6429| 4.64|   0.28|182835
  9.0154|-20.2091| 5.66|  14.47|182681
 84.0233| 16.0095| 5.73|   9.02|183534
343.1517|-26.8992| 5.70|   5.63|182509
 39.7874| -6.8467| 5.84|   3.18|183227
 58.9891|  3.4022| 4.44|  11.00|183439
 59.1068|  3.4026| 5.82|   6.74|183491
 38.9921| -7.4506| 5.79|  16.95|183324
 50.2146| -1.5463| 5.57|  11.38|183492
355.0341|-24.8404| 5.70|  17.42|183007
 83.6116| 15.4487| 3.76|  26.63|184006
 12.0027|-19.8330| 5.46|  12.85|183275
 34.9260| -9.9966| 5.03|   6.49|183630
 62.1097|  4.5715| 3.05|   8.46|183912
 62.1183|  4.5673| 5.12|   8.67|183914
327.3156|-28.7187| 5.98|   3.13|182709
 82.3837| 14.6222| 5.55|   7.01|184293
 60.9941|  3.8068| 5.89|  16.87|184010
 67.9725|  7.4392| 4.74|   5.20|184171
101.3071| 21.8797| 4.67| 173.41|185144
344.5560|-27.4516| 5.76|   8.05|183552
353.2610|-25.9690| 5.59|   7.47|183806
 44.4145| -6.0120| 4.45|  29.50|184406
358.9159|-24.8060| 5.89|   7.49|184035
 83.4629| 14.5885| 5.71|  39.08|184960
 55.3515| -0.1416| 5.00|   5.36|184606
 75.3845| 10.6191| 5.34|   6.37|184875
 63.8681|  4.4955| 5.39|   6.06|184759
 28.3010|-14.4374| 5.12|   7.34|184492
350.2535|-26.8873| 4.88|   8.19|184127
 14.7862|-20.3025| 5.64|  11.23|184552
 82.6671| 13.8467| 4.49|  53.78|185395
 77.6174| 11.3471| 5.17|  24.64|185351
 14.6826|-20.5059| 4.59|  17.24|184707
 36.9876|-10.6554| 4.36|  10.61|184930
 48.1777| -4.7477| 5.98|   2.86|185018
 31.7709|-13.2866| 4.93|   2.24|184915
 21.2329|-18.0472| 5.66|   7.37|184835
 52.7721| -2.3153| 5.67|   6.89|185194
 25.0466|-16.5636| 5.46|  32.36|184985
 34.0571|-12.4228| 5.45|  31.14|185124
 87.2507| 15.5949| 5.89|  25.12|185912
 43.2673| -8.0711| 5.18|   4.78|185507
 64.9509|  3.9708| 4.68|  13.00|185734
 76.1610| 10.0311| 5.41|   4.76|185872
 54.4539| -2.1396| 4.39|   6.89|185758
 16.4329|-20.6992| 5.97|   7.86|185467
 38.0586|-11.2357| 5.64|  11.44|185762
 23.4693|-18.0722| 5.30|  13.31|185644
 78.7157| 11.0703| 5.06|  20.51|186155
 54.0972| -2.6018| 4.39|   6.99|185958
 50.9085| -4.4100| 5.98|   1.98|185936
 83.3402| 13.2147| 5.99|  46.25|186408
 23.8157|-18.3981| 5.06|  18.67|186005
 49.3439| -5.6973| 5.28|   4.34|186203
 67.2913|  4.4586| 5.93|   1.45|186377
 24.5528|-18.3614| 5.49|  27.26|186185
 61.6096|  0.9753| 5.50|   9.15|186486
 75.6107|  8.8341| 5.86|   5.17|186619
 71.7595|  6.6038| 4.89|  11.70|186675
101.3746| 20.7840| 5.90|   7.37|187340
 78.7094| 10.2431| 2.86|  19.07|186882
 46.0107| -8.4168| 5.89|  18.48|186689
  8.2507|-24.7874| 5.51|   5.98|186500
 48.7260| -7.0811| 2.72|   7.08|186791
 20.6495|-20.6699| 4.87|  15.92|186648
 68.8090|  4.4331| 5.00|  47.94|187013
 55.7668| -3.3834| 3.68|   7.28|187076
 72.9941|  6.5742| 5.83|   6.67|187235
341.2690|-30.0073| 5.33|  19.19|186543
102.4311| 20.8293| 3.84|  22.40|188119
 50.0777| -7.0092| 5.75|   5.72|187259
 56.4825| -3.4029| 5.01|   9.99|187362
322.5974|-30.1234| 5.39|  24.08|186219
351.3744|-29.2680| 5.91|   2.92|187086
 73.5724|  6.2045| 5.18|   5.08|187849
 75.2156|  7.1328| 5.68|   1.27|187879
 86.2298| 13.1365| 5.03|  16.96|188056
338.0236|-30.5497| 5.41|  12.55|186957
 47.7426| -8.9085| 0.76| 194.44|187642
 29.8270|-18.0006| 5.38|  37.86|187532
 49.1353| -8.1976| 5.12|  51.57|187691
 59.7235| -2.0663| 4.90|   5.27|187811
  0.0284|-28.0525| 5.32|   9.62|187474
 80.9929| 10.0916| 5.60|   0.22|188209
 61.8845| -1.0387| 5.54|   1.83|187982
 81.8068| 10.5126| 5.91|   1.32|188252
 21.9229|-21.6681| 5.88|  10.46|187739
 40.9343|-13.0726| 3.87|   2.78|187929
342.9359|-30.5417| 5.76|   9.21|187420
 90.5511| 14.9077| 5.14|   5.11|188665
 37.2746|-15.1764| 5.63|  11.79|188041
 61.2680| -1.7867| 4.57|   9.08|188260
 32.2780|-17.8034| 5.76|   8.27|188154
 47.8129| -9.8545| 4.71|  15.96|188310
 61.5978| -1.8698| 5.56|   6.90|188485
 32.6613|-17.7608| 5.70|   9.74|188293
 40.5462|-13.9190| 5.60|   9.45|188350
 72.5025|  4.6089| 5.79|   2.12|188650
357.9689|-29.1123| 4.12|  17.24|188114
 46.1264|-11.0944| 3.71|  72.95|188512
 86.1046| 12.2090| 4.91|  11.30|189037
 14.8657|-25.0423| 4.70|  42.03|188376
 73.8953|  5.1931| 4.95|   2.71|188892
 91.9318| 15.2110| 4.98|   3.55|189276
 55.1683| -6.1192| 5.71|   0.76|188727
 50.6634| -8.8045| 5.28|  15.84|188728
 71.0155|  3.3646| 3.89|  23.40|188947
 14.0455|-25.5608| 4.54|   2.70|188603
338.3964|-31.3569| 5.24|  10.81|188162
 75.6538|  5.9314| 5.46|   2.13|189178
 55.5157| -6.3974| 5.54|   8.06|189090
 26.0182|-21.5439| 5.01|  11.18|188899
 67.7657|  0.8150| 5.51|   5.99|189395
326.3843|-31.1798| 5.74|  14.08|188097
 57.9667| -5.2071| 3.51|  11.90|189319
 15.2286|-25.6679| 4.84|   9.58|189005
 61.1091| -3.4134| 5.68|  20.66|189410
 80.5326|  8.3665| 5.92|   6.91|189684
  5.5222|-28.4682| 4.37|   5.28|189103
 31.5981|-19.6593| 5.87|  40.75|189340
  6.1655|-28.3446| 5.30|  20.81|189118
 73.0729|  3.7595| 5.15|   2.07|189687
 56.4277| -6.4931| 5.33|   4.37|189577
  2.8643|-29.1544| 5.95|  10.33|189195
  7.2854|-28.1814| 5.65|  47.90|189245
328.9532|-31.5228| 5.75|  15.09|188584
322.0196|-30.9021| 3.97|  30.73|188228
354.4941|-30.6822| 5.80|   9.07|189198
 48.7395|-11.2520| 5.90|   3.63|189695
 65.3004| -1.3404| 4.66|  14.67|189849
 84.4887| 10.2751| 5.06|   7.60|190147
 97.7718| 17.3818| 5.22|   5.78|190544
 62.8663| -3.0214| 5.88|   4.85|189944
337.8477|-31.9579| 4.95|   7.52|189124
328.9458|-31.6684| 5.32|  13.91|188887
 28.2657|-21.6864| 5.69|  10.54|189741
 63.0165| -3.0024| 5.23|  15.43|190004
 13.9220|-26.9336| 4.43|   7.28|189763
100.6980| 18.6435| 4.51|   8.02|190940
 57.6746| -6.6346| 5.99|   3.84|190211
 55.5781| -7.9681| 5.73|   5.12|190229
  2.7643|-29.8414| 4.77|   8.05|189831
 67.4111| -0.6704| 5.73|  62.92|190360
 56.5506| -7.5511| 5.80|  56.60|190406
 48.0058|-12.5684| 5.51|   6.19|190327
  9.3433|-28.5471| 4.99|  10.05|190056
 40.8256|-16.5075| 5.67|   5.60|190299
